id,date,wp1,wp2,wp3,wp4,wp5,wp6,wp7
36,2011010212,0.09,0.164,0.217,0.716,0.177,0.382,0.606
37,2011010213,0.09,0.164,0.277,0.832,0.177,0.789,0.682
38,2011010214,0.09,0.804,0.336,0.832,0.177,0.789,0.682
39,2011010215,0.09,0.804,0.277,0.871,0.177,0.789,0.631
40,2011010216,0.411,0.46,0.277,0.837,0.177,0.658,0.556
41,2011010217,0.175,0.46,0.277,0.336,0.177,0.566,0.833
42,2011010218,0.175,0.413,0.682,0.904,0.945,0.566,0.657
43,2011010219,0.376,0.413,0.682,0.926,0.945,0.566,0.657
44,2011010220,0.376,0.413,0.84,0.898,0.945,0.868,0.657
45,2011010221,0.892,0.413,0.84,0.898,0.945,0.868,0.657
46,2011010222,0.892,0.413,0.84,0.898,0.945,0.855,0.682
47,2011010223,0.892,0.413,0.84,0.898,0.95,0.855,0.934
48,2011010300,0.541,0.466,0.623,0.898,0.516,0.882,0.934
49,2011010413,0.652,0.413,0.84,0.606,0.177,0.855,0.934
50,2011010414,0.652,0.397,0.316,0.606,0.207,0.132,0.354
51,2011010415,0.652,0.413,0.405,0.81,0.667,0.566,0.884
52,2011010416,0.411,0.413,0.474,0.738,0.956,0.566,0.884
53,2011010417,0.301,0.413,0.682,0.738,0.844,0.539,0.833
54,2011010418,0.301,0.444,0.682,0.738,0.844,0.539,0.556
55,2011010419,0.917,0.46,0.316,0.832,0.844,0.026,0.556
56,2011010420,0.917,0.481,0.198,0.832,0.844,0.026,0.833
57,2011010421,0.917,0.307,0.109,0.909,0.844,0.026,0.884
58,2011010422,0.917,0.476,0.356,0.909,0.142,0.026,0.227
59,2011010423,0.917,0.476,0.356,0.953,0.354,0.026,0.884
60,2011010500,0.792,0.545,0.356,0.193,0.01,0.553,0.934
61,2011010501,0.792,0.545,0.356,0.022,0.01,0.882,0.934
62,2011010502,0.792,0.418,0.356,0.011,0.01,0.882,0.934
63,2011010503,0.777,0.344,0.356,0.011,0.01,0.553,0.884
64,2011010504,0.812,0.344,0.02,0.011,0.116,0.526,0.783
65,2011010505,0.647,0.429,0.069,0.011,0.116,0.526,0.884
66,2011010506,0.802,0.042,0.069,0.011,0.061,0.618,0.884
67,2011010507,0.837,0.042,0.089,0.931,0.061,0.961,0.884
68,2011010508,0.622,0.132,0.089,0.705,0.111,0.276,0.682
69,2011010509,0.622,0.048,0.089,0.7,0.303,0.697,0.682
70,2011010510,0.541,0.249,0.089,0.7,0.106,0.697,0.682
71,2011010511,0.707,0.249,0.089,0.7,0.106,0.697,0.682
72,2011010512,0.627,0.249,0.089,0.7,0.172,0.697,0.682
73,2011010513,0.842,0.249,0.089,0.7,0.172,0.697,0.354
74,2011010514,0.842,0.27,0.356,0.7,0.106,0.421,0.379
75,2011010515,0.321,0.27,0.455,0.7,0.086,0.421,0.404
76,2011010516,0.145,0.053,0.089,0.7,0.116,0.487,0.404
77,2011010517,0.115,0.323,0.049,0.672,0.116,0.211,0.227
78,2011010518,0.03,0.37,0.04,0.672,0.116,0.5,0.227
79,2011010519,0.757,0.37,0.049,0.672,0.005,0.092,0.682
80,2011010520,0.757,0.026,0.049,0.601,0.081,0.395,0.101
81,2011010521,0.06,0.466,0.04,0.601,0.081,0.276,0.101
82,2011010522,0.06,0.138,0.04,0.782,0.081,0.25,0.101
83,2011010523,0.06,0.138,0.03,0.441,0.081,0.25,0.177
84,2011010600,0.055,0.328,0.119,0.854,0.197,0.382,0.152
85,2011010601,0.055,0.291,0.049,0.854,0.046,0.382,0.202
86,2011010602,0.055,0.333,0.049,0.854,0.025,0.382,0.202
87,2011010603,0.376,0.28,0.217,0.893,0.187,0.382,0.202
88,2011010604,0.05,0.169,0.237,0.893,0.187,0.263,0.025
89,2011010605,0.08,0.169,0.237,0.893,0.02,0.263,0.076
90,2011010606,0.08,0.169,0.237,0.893,0.233,0.263,0.076
91,2011010607,0.08,0.238,0.227,0.617,0.233,0.224,0.126
92,2011010608,0.311,0.238,0.02,0.617,0.03,0.066,0.126
93,2011010609,0.115,0.138,0.02,0.617,0.03,0.118,0.126
94,2011010610,0.115,0.138,0.02,0.617,0.03,0.118,0.126
95,2011010611,0.105,0.138,0.02,0.617,0.0,0.118,0.126
96,2011010612,0.09,0.185,0.02,0.617,0.0,0.053,0.126
97,2011010801,0.211,0.042,0.02,0.468,0.01,0.197,0.126
98,2011010802,0.211,0.042,0.02,0.468,0.01,0.237,0.126
99,2011010803,0.211,0.042,0.02,0.722,0.01,0.342,0.126
100,2011010804,0.211,0.032,0.03,0.413,0.03,0.566,0.126
101,2011010805,0.311,0.032,0.03,0.413,0.233,0.566,0.48
102,2011010806,0.311,0.032,0.168,0.413,0.233,0.566,0.126
103,2011010807,0.08,0.238,0.227,0.617,0.02,0.447,0.051
104,2011010808,0.095,0.238,0.237,0.617,0.0,0.447,0.126
105,2011010809,0.095,0.185,0.237,0.617,0.0,0.158,0.126
106,2011010810,0.095,0.185,0.237,0.617,0.0,0.158,0.126
107,2011010811,0.095,0.185,0.02,0.617,0.0,0.132,0.126
108,2011010812,0.095,0.312,0.02,0.617,0.086,0.118,0.126
109,2011010813,0.03,0.101,0.02,0.094,0.126,0.053,0.354
110,2011010814,0.03,0.101,0.02,0.022,0.01,0.053,0.556
111,2011010815,0.045,0.101,0.346,0.287,0.01,0.303,0.253
112,2011010816,0.045,0.101,0.346,0.358,0.02,0.303,0.253
113,2011010817,0.0,0.101,0.346,0.204,0.116,0.303,0.278
114,2011010818,0.16,0.101,0.346,0.424,0.116,0.303,0.48
115,2011010819,0.16,0.032,0.593,0.424,0.116,0.303,0.48
116,2011010820,0.015,0.0,0.03,0.061,0.0,0.303,0.0
117,2011010821,0.015,0.0,0.158,0.634,0.334,0.184,0.0
118,2011010822,0.0,0.0,0.336,0.821,0.334,0.184,0.152
119,2011010823,0.0,0.0,0.0,0.821,0.334,0.211,0.152
120,2011010900,0.0,0.751,0.01,0.204,0.162,0.382,0.177
121,2011010901,0.0,0.164,0.01,0.573,0.162,0.382,0.909
122,2011010902,0.0,0.164,0.01,0.127,0.162,0.224,0.909
123,2011010903,0.0,0.122,0.01,0.088,0.106,0.224,0.909
124,2011010904,0.0,0.0,0.01,0.088,0.106,0.0,0.909
125,2011010905,0.0,0.0,0.395,0.088,0.056,0.0,0.909
126,2011010906,0.0,0.0,0.534,0.088,0.116,0.0,0.909
127,2011010907,0.266,0.0,0.138,0.088,0.116,0.0,0.909
128,2011010908,0.266,0.037,0.247,0.656,0.116,0.0,0.909
129,2011010909,0.642,0.037,0.356,0.656,0.116,0.0,0.758
130,2011010910,0.642,0.037,0.089,0.05,0.182,0.0,0.758
131,2011010911,0.642,0.037,0.089,0.347,0.536,0.039,0.758
132,2011010912,0.842,0.0,0.089,0.347,0.389,0.039,0.758
133,2011010913,0.842,0.011,0.089,0.182,0.561,0.526,0.657
134,2011010914,0.817,0.0,0.089,0.182,0.667,0.132,0.657
135,2011010915,0.817,0.0,0.375,0.182,0.667,0.132,0.657
136,2011010916,0.817,0.582,0.375,0.0,0.0,0.132,0.657
137,2011010917,0.817,0.037,0.375,0.0,0.177,0.421,0.657
138,2011010918,0.471,0.011,0.375,0.27,0.061,0.421,0.657
139,2011010919,0.06,0.011,0.464,0.402,0.061,0.5,0.657
140,2011010920,0.06,0.011,0.247,0.011,0.061,0.526,0.657
141,2011010921,0.476,0.011,0.158,0.518,0.91,0.908,0.758
142,2011010922,0.476,0.354,0.257,0.446,0.91,0.092,0.758
143,2011010923,0.476,0.111,0.089,0.953,0.961,0.092,0.758
144,2011011000,0.201,0.286,0.01,0.193,0.961,0.118,0.758
145,2011011113,0.306,0.201,0.227,0.523,0.961,0.118,0.758
146,2011011114,0.306,0.005,0.227,0.116,0.961,0.118,0.758
147,2011011115,0.306,0.005,0.227,0.127,0.961,0.618,0.758
148,2011011116,0.306,0.058,0.227,0.347,0.961,0.066,0.758
149,2011011117,0.306,0.0,0.227,0.011,0.961,0.421,0.758
150,2011011118,0.216,0.005,0.227,0.402,0.961,0.421,0.758
151,2011011119,0.216,0.005,0.069,0.788,0.061,0.5,0.758
152,2011011120,0.095,0.005,0.069,0.138,0.061,0.5,0.657
153,2011011121,0.095,0.005,0.069,0.193,0.061,0.5,0.808
154,2011011122,0.095,0.005,0.217,0.193,0.061,0.5,0.808
155,2011011123,0.095,0.005,0.257,0.331,0.061,0.395,0.0
156,2011011200,0.241,0.09,0.277,0.705,0.157,0.25,0.758
157,2011011201,0.145,0.032,0.277,0.705,0.142,0.25,0.606
158,2011011202,0.145,0.053,0.277,0.722,0.142,0.25,0.606
159,2011011203,0.025,0.053,0.03,0.176,0.142,0.25,0.025
160,2011011204,0.125,0.053,0.03,0.176,0.142,0.25,0.833
161,2011011205,0.125,0.217,0.03,0.176,0.142,0.25,0.833
162,2011011206,0.125,0.217,0.069,0.083,0.126,0.25,0.0
163,2011011207,0.02,0.217,0.069,0.253,0.126,0.039,0.0
164,2011011208,0.02,0.217,0.069,0.0,0.45,0.039,0.0
165,2011011209,0.02,0.217,0.069,0.0,0.45,0.039,0.0
166,2011011210,0.02,0.111,0.119,0.0,0.45,0.039,0.101
167,2011011211,0.02,0.011,0.119,0.645,0.081,0.039,0.101
168,2011011212,0.02,0.011,0.119,0.441,0.081,0.039,0.101
169,2011011213,0.211,0.011,0.079,0.05,0.081,0.197,0.631
170,2011011214,0.211,0.0,0.079,0.562,0.475,0.197,0.631
171,2011011215,0.211,0.0,0.079,0.915,0.142,0.013,0.631
172,2011011216,0.211,0.0,0.079,0.948,0.182,0.013,0.455
173,2011011217,0.065,0.0,0.079,0.948,0.005,0.013,0.025
174,2011011218,0.01,0.0,0.079,0.948,0.005,0.013,0.025
175,2011011219,0.025,0.0,0.079,0.948,0.005,0.013,0.025
176,2011011220,0.366,0.0,0.079,0.006,0.005,0.013,0.025
177,2011011221,0.366,0.0,0.079,0.006,0.005,0.013,0.025
178,2011011222,0.411,0.0,0.079,0.006,0.005,0.013,0.025
179,2011011223,0.411,0.0,0.079,0.006,0.005,0.013,0.0
180,2011011300,0.01,0.635,0.909,0.259,0.086,0.0,0.025
181,2011011301,0.01,0.635,0.909,0.028,0.086,0.0,0.025
182,2011011302,0.01,0.0,0.909,0.028,0.925,0.0,0.025
183,2011011303,0.01,0.005,0.188,0.006,0.925,0.0,0.0
184,2011011304,0.01,0.005,0.188,0.006,0.116,0.237,0.0
185,2011011305,0.0,0.005,0.336,0.006,0.116,0.118,0.0
186,2011011306,0.0,0.005,0.336,0.006,0.121,0.0,0.0
187,2011011307,0.0,0.005,0.336,0.006,0.126,0.0,0.0
188,2011011308,0.005,0.005,0.336,0.011,0.02,0.0,0.0
189,2011011309,0.01,0.111,0.336,0.011,0.02,0.0,0.0
190,2011011310,0.01,0.111,0.119,0.039,0.03,0.0,0.0
191,2011011311,0.01,0.111,0.119,0.264,0.03,0.0,0.0
192,2011011312,0.01,0.111,0.198,0.154,0.03,0.0,0.0
193,2011011501,0.01,0.111,0.909,0.287,0.03,0.0,0.025
194,2011011502,0.01,0.111,0.909,0.237,0.03,0.0,0.025
195,2011011503,0.01,0.016,0.01,0.061,0.03,0.0,0.025
196,2011011504,0.01,0.016,0.01,0.132,0.02,0.0,0.025
197,2011011505,0.0,0.016,0.01,0.358,0.02,0.0,0.0
198,2011011506,0.0,0.111,0.01,0.292,0.02,0.0,0.0
199,2011011507,0.0,0.111,0.01,0.0,0.126,0.0,0.0
200,2011011508,0.0,0.111,0.04,0.0,0.126,0.0,0.0
201,2011011509,0.0,0.111,0.01,0.0,0.121,0.0,0.0
202,2011011510,0.0,0.111,0.099,0.0,0.116,0.0,0.0
203,2011011511,0.0,0.111,0.316,0.0,0.116,0.026,0.0
204,2011011512,0.0,0.111,0.316,0.0,0.116,0.026,0.0
205,2011011513,0.0,0.111,0.316,0.055,0.116,0.026,0.0
206,2011011514,0.0,0.0,0.099,0.055,0.116,0.013,0.0
207,2011011515,0.0,0.0,0.099,0.006,0.116,0.013,0.0
208,2011011516,0.0,0.0,0.049,0.127,0.116,0.039,0.0
209,2011011517,0.0,0.0,0.257,0.127,0.005,0.066,0.0
210,2011011518,0.01,0.0,0.257,0.127,0.005,0.079,0.152
211,2011011519,0.025,0.0,0.128,0.127,0.005,0.158,0.152
212,2011011520,0.211,0.0,0.128,0.0,0.005,0.118,0.152
213,2011011521,0.211,0.0,0.128,0.044,0.005,0.118,0.253
214,2011011522,0.211,0.0,0.128,0.044,0.005,0.118,0.076
215,2011011523,0.211,0.0,0.128,0.033,0.005,0.079,0.076
216,2011011600,0.206,0.111,0.0,0.0,0.086,0.053,0.0
217,2011011601,0.617,0.386,0.0,0.0,0.086,0.053,0.0
218,2011011602,0.617,0.386,0.0,0.0,0.207,0.039,0.0
219,2011011603,0.617,0.386,0.0,0.011,0.025,0.039,0.0
220,2011011604,0.617,0.386,0.188,0.011,0.182,0.026,0.581
221,2011011605,0.617,0.386,0.01,0.011,0.182,0.0,0.0
222,2011011606,0.125,0.175,0.049,0.011,0.475,0.0,0.0
223,2011011607,0.125,0.175,0.0,0.298,0.475,0.066,0.0
224,2011011608,0.125,0.169,0.0,0.0,0.182,0.066,0.051
225,2011011609,0.125,0.275,0.0,0.0,0.233,0.092,0.101
226,2011011610,0.02,0.122,0.0,0.0,0.233,0.092,0.177
227,2011011611,0.02,0.122,0.0,0.0,0.081,0.224,0.177
228,2011011612,0.02,0.032,0.0,0.204,0.081,0.224,0.177
229,2011011613,0.16,0.032,0.0,0.204,0.081,0.224,0.177
230,2011011614,0.481,0.042,0.049,0.204,0.081,0.224,0.177
231,2011011615,0.481,0.042,0.02,0.017,0.081,0.013,0.076
232,2011011616,0.481,0.042,0.069,0.154,0.081,0.013,0.076
233,2011011617,0.471,0.042,0.109,0.154,0.061,0.026,0.051
234,2011011618,0.471,0.185,0.02,0.176,0.046,0.026,0.051
235,2011011619,0.471,0.265,0.02,0.176,0.046,0.0,0.278
236,2011011620,0.471,0.265,0.02,0.176,0.046,0.026,0.126
237,2011011621,0.767,0.265,0.119,0.176,0.046,0.026,0.0
238,2011011622,0.767,0.143,0.119,0.088,0.046,0.013,0.0
239,2011011623,0.216,0.228,0.059,0.088,0.061,0.0,0.0
240,2011011700,0.451,0.122,0.069,0.0,0.157,0.026,0.0
241,2011011813,0.16,0.28,0.059,0.204,0.157,0.0,0.076
242,2011011814,0.817,0.265,0.01,0.011,0.157,0.066,0.076
243,2011011815,0.817,0.265,0.02,0.011,0.157,0.066,0.0
244,2011011816,0.817,0.265,0.02,0.05,0.157,0.039,0.076
245,2011011817,0.817,0.265,0.01,0.05,0.061,0.053,0.556
246,2011011818,0.211,0.265,0.01,0.028,0.061,0.053,0.556
247,2011011819,0.211,0.143,0.02,0.028,0.046,0.092,0.076
248,2011011820,0.556,0.143,0.02,0.028,0.046,0.066,0.076
249,2011011821,0.932,0.143,0.02,0.028,0.046,0.184,0.076
250,2011011822,0.932,0.143,0.02,0.006,0.046,0.053,0.076
251,2011011823,0.932,0.143,0.02,0.006,0.046,0.921,0.076
252,2011011900,0.576,0.222,0.0,0.022,0.157,0.711,0.076
253,2011011901,0.1,0.222,0.0,0.022,0.157,0.197,0.076
254,2011011902,0.19,0.222,0.0,0.022,0.157,0.171,0.076
255,2011011903,0.241,0.386,0.0,0.022,0.157,0.171,0.0
256,2011011904,0.241,0.386,0.0,0.011,0.157,0.026,0.0
257,2011011905,0.241,0.386,0.0,0.011,0.182,0.079,0.0
258,2011011906,0.241,0.175,0.0,0.011,0.475,0.132,0.025
259,2011011907,0.241,0.175,0.01,0.314,0.475,0.132,0.051
260,2011011908,0.241,0.169,0.01,0.11,0.0,0.132,0.051
261,2011011909,0.241,0.159,0.01,0.11,0.177,0.092,0.455
262,2011011910,0.241,0.122,0.01,0.11,0.799,0.092,0.455
263,2011011911,0.692,0.122,0.01,0.11,0.799,0.158,0.505
264,2011011912,0.145,0.063,0.01,0.028,0.799,0.158,0.505
265,2011011913,0.145,0.063,0.01,0.342,0.799,0.158,0.025
266,2011011914,0.015,0.233,0.0,0.342,0.799,0.211,0.025
267,2011011915,0.015,0.201,0.0,0.342,0.799,0.105,0.152
268,2011011916,0.015,0.201,0.0,0.342,0.799,0.105,0.354
269,2011011917,0.366,0.201,0.02,0.342,0.101,0.066,0.354
270,2011011918,0.0,0.201,0.02,0.342,0.101,0.039,0.354
271,2011011919,0.0,0.201,0.069,0.116,0.101,0.132,0.152
272,2011011920,0.155,0.201,0.069,0.116,0.101,0.132,0.227
273,2011011921,0.396,0.201,0.069,0.116,0.056,0.132,0.025
274,2011011922,0.185,0.201,0.01,0.116,0.025,0.197,0.455
275,2011011923,0.185,0.28,0.01,0.116,0.025,0.197,0.455
276,2011012000,0.306,0.386,0.0,0.028,0.025,0.539,0.278
277,2011012001,0.221,0.386,0.0,0.028,0.025,0.539,0.278
278,2011012002,0.206,0.386,0.0,0.028,0.025,0.329,0.808
279,2011012003,0.206,0.386,0.0,0.028,0.025,0.066,0.152
280,2011012004,0.206,0.386,0.0,0.028,0.091,0.066,0.152
281,2011012005,0.075,0.386,0.0,0.028,0.091,0.066,0.152
282,2011012006,0.075,0.106,0.0,0.028,0.197,0.211,0.152
283,2011012007,0.316,0.18,0.0,0.028,0.197,0.211,0.152
284,2011012008,0.316,0.18,0.0,0.028,0.197,0.211,0.152
285,2011012009,0.316,0.18,0.03,0.011,0.056,0.211,0.152
286,2011012010,0.226,0.18,0.771,0.011,0.056,0.211,0.152
287,2011012011,0.0,0.18,0.771,0.011,0.056,0.211,0.328
288,2011012012,0.0,0.18,0.0,0.066,0.076,0.211,0.126
289,2011012201,0.0,0.18,0.771,0.077,0.197,0.539,0.328
290,2011012202,0.095,0.18,0.771,0.077,0.197,0.329,0.152
291,2011012203,0.095,0.212,0.771,0.028,0.197,0.605,0.152
292,2011012204,0.095,0.423,0.771,0.028,0.197,0.605,0.556
293,2011012205,0.0,0.36,0.771,0.028,0.197,0.605,0.556
294,2011012206,0.0,0.36,0.771,0.028,0.197,0.776,0.581
295,2011012207,0.0,0.36,0.771,0.028,0.061,0.776,0.152
296,2011012208,0.0,0.36,0.771,0.028,0.061,0.776,0.152
297,2011012209,0.0,0.36,0.484,0.011,0.04,0.776,0.152
298,2011012210,0.0,0.36,0.484,0.011,0.04,0.776,0.152
299,2011012211,0.0,0.36,0.484,0.011,0.04,0.776,0.152
300,2011012212,0.0,0.392,0.03,0.182,0.081,0.776,0.202
301,2011012213,0.0,0.392,0.049,0.182,0.025,0.026,0.025
302,2011012214,0.0,0.91,0.287,0.182,0.526,0.618,0.0
303,2011012215,0.0,0.921,0.287,0.182,0.526,0.618,0.0
304,2011012216,0.0,0.847,0.287,0.182,0.526,0.618,0.177
305,2011012217,0.0,0.847,0.049,0.182,0.01,0.618,0.303
306,2011012218,0.0,0.132,0.049,0.182,0.01,0.197,0.303
307,2011012219,0.0,0.132,0.138,0.182,0.005,0.197,0.025
308,2011012220,0.025,0.132,0.079,0.182,0.005,0.197,0.076
309,2011012221,0.411,0.233,0.079,0.182,0.005,0.197,0.076
310,2011012222,0.411,0.439,0.079,0.182,0.005,0.197,0.0
311,2011012223,0.411,0.302,0.079,0.116,0.005,0.197,0.0
312,2011012300,0.361,0.635,0.079,0.006,0.086,0.263,0.0
313,2011012301,0.236,0.275,0.079,0.006,0.086,0.171,0.0
314,2011012302,0.306,0.704,0.02,0.006,0.925,0.171,0.0
315,2011012303,0.005,0.704,0.02,0.006,0.925,0.066,0.0
316,2011012304,0.005,0.36,0.02,0.006,0.111,0.605,0.0
317,2011012305,0.0,0.36,0.01,0.006,0.111,0.408,0.0
318,2011012306,0.0,0.36,0.01,0.006,0.111,0.408,0.0
319,2011012307,0.0,0.36,0.01,0.006,0.111,0.026,0.0
320,2011012308,0.0,0.36,0.01,0.006,0.111,0.026,0.0
321,2011012309,0.0,0.36,0.138,0.006,0.369,0.026,0.0
322,2011012310,0.0,0.36,0.138,0.006,0.369,0.026,0.0
323,2011012311,0.0,0.36,0.0,0.006,0.369,0.026,0.0
324,2011012312,0.0,0.238,0.0,0.006,0.369,0.026,0.0
325,2011012313,0.0,0.238,0.0,0.006,0.243,0.118,0.0
326,2011012314,0.0,0.91,0.04,0.006,0.243,0.118,0.0
327,2011012315,0.0,0.095,0.04,0.006,0.43,0.0,0.0
328,2011012316,0.0,0.127,0.04,0.028,0.43,0.0,0.076
329,2011012317,0.0,0.127,0.04,0.028,0.01,0.0,0.101
330,2011012318,0.0,0.153,0.02,0.028,0.01,0.013,0.101
331,2011012319,0.0,0.45,0.02,0.121,0.01,0.013,0.0
332,2011012320,0.025,0.757,0.02,0.121,0.0,0.013,0.0
333,2011012321,0.411,0.233,0.02,0.121,0.0,0.224,0.0
334,2011012322,0.411,0.619,0.128,0.121,0.0,0.224,0.227
335,2011012323,0.411,0.619,0.128,0.121,0.0,0.026,0.0
336,2011012400,0.01,0.772,0.04,0.028,0.0,0.224,0.051
337,2011012513,0.0,0.45,0.188,0.028,0.0,0.013,0.0
338,2011012514,0.0,0.91,0.178,0.028,0.0,0.013,0.076
339,2011012515,0.0,0.095,0.178,0.0,0.0,0.0,0.0
340,2011012516,0.0,0.159,0.178,0.0,0.0,0.0,0.0
341,2011012517,0.0,0.159,0.178,0.0,0.01,0.0,0.303
342,2011012518,0.0,0.127,0.178,0.05,0.01,0.224,0.303
343,2011012519,0.0,0.127,0.138,0.006,0.142,0.224,0.0
344,2011012520,0.025,0.127,0.138,0.011,0.142,0.224,0.0
345,2011012521,0.411,0.053,0.138,0.011,0.142,0.224,0.0
346,2011012522,0.411,0.376,0.138,0.011,0.142,0.224,0.0
347,2011012523,0.411,0.418,0.138,0.011,0.035,0.342,0.0
348,2011012600,0.105,0.683,0.0,0.209,0.167,0.053,0.0
349,2011012601,0.01,0.683,0.0,0.033,0.167,0.013,0.0
350,2011012602,0.01,0.683,0.168,0.033,0.051,0.171,0.0
351,2011012603,0.01,0.534,0.227,0.033,0.051,0.171,0.025
352,2011012604,0.01,0.534,0.257,0.033,0.03,0.171,0.101
353,2011012605,0.01,0.534,0.257,0.066,0.03,0.171,0.581
354,2011012606,0.01,0.28,0.04,0.006,0.005,0.171,0.581
355,2011012607,0.01,0.159,0.04,0.088,0.005,0.013,0.0
356,2011012608,0.01,0.079,0.168,0.088,0.005,0.013,0.0
357,2011012609,0.01,0.164,0.168,0.0,0.238,0.026,0.0
358,2011012610,0.221,0.164,0.168,0.0,0.121,0.0,0.0
359,2011012611,0.221,0.164,0.188,0.0,0.03,0.0,0.0
360,2011012612,0.005,0.164,0.188,0.0,0.056,0.0,0.0
361,2011012613,0.035,0.164,0.188,0.0,0.056,0.0,0.0
362,2011012614,0.0,0.265,0.188,0.0,0.025,0.118,0.0
363,2011012615,0.0,0.265,0.158,0.083,0.167,0.118,0.0
364,2011012616,0.0,0.265,0.03,0.083,0.167,0.118,0.0
365,2011012617,0.0,0.265,0.128,0.083,0.0,0.118,0.0
366,2011012618,0.0,0.265,0.148,0.083,0.066,0.026,0.0
367,2011012619,0.01,0.265,0.148,0.0,0.066,0.039,0.0
368,2011012620,0.005,0.143,0.148,0.0,0.066,0.039,0.0
369,2011012621,0.005,0.143,0.326,0.0,0.066,0.039,0.0
370,2011012622,0.075,0.143,0.326,0.0,0.238,0.039,0.0
371,2011012623,0.075,0.143,0.178,0.0,0.238,0.039,0.0
372,2011012700,0.0,0.106,0.198,0.0,0.005,0.026,0.0
373,2011012701,0.0,0.196,0.198,0.0,0.0,0.026,0.0
374,2011012702,0.0,0.0,0.198,0.0,0.0,0.026,0.0
375,2011012703,0.0,0.0,0.336,0.061,0.0,0.026,0.0
376,2011012704,0.0,0.0,0.336,0.0,0.131,0.026,0.101
377,2011012705,0.015,0.0,0.336,0.0,0.015,0.026,0.379
378,2011012706,0.015,0.0,0.336,0.0,0.015,0.053,0.379
379,2011012707,0.025,0.169,0.336,0.0,0.051,0.092,0.152
380,2011012708,0.025,0.169,0.148,0.0,0.0,0.092,0.354
381,2011012709,0.0,0.169,0.03,0.0,0.005,0.263,0.354
382,2011012710,0.0,0.005,0.198,0.0,0.02,0.25,0.025
383,2011012711,0.0,0.005,0.089,0.0,0.02,0.25,0.505
384,2011012712,0.0,0.021,0.089,0.0,0.02,0.211,0.152
385,2011012901,0.005,0.101,0.158,0.0,0.02,0.079,0.505
386,2011012902,0.005,0.169,0.198,0.005,0.02,0.158,0.051
387,2011012903,0.015,0.021,0.198,0.0,0.0,0.382,0.051
388,2011012904,0.0,0.021,0.109,0.0,0.0,0.053,0.278
389,2011012905,0.0,0.021,0.356,0.281,0.0,0.053,0.278
390,2011012906,0.035,0.021,0.356,0.424,0.0,0.105,0.278
391,2011012907,0.035,0.042,0.356,0.424,0.051,0.105,0.278
392,2011012908,0.0,0.042,0.356,0.424,0.02,0.158,0.152
393,2011012909,0.0,0.042,0.356,0.424,0.005,0.197,0.152
394,2011012910,0.005,0.0,0.356,0.424,0.0,0.197,0.152
395,2011012911,0.005,0.048,0.356,0.083,0.0,0.197,0.152
396,2011012912,0.005,0.048,0.089,0.083,0.056,0.197,0.328
397,2011012913,0.005,0.048,0.089,0.237,0.0,0.197,0.051
398,2011012914,0.005,0.048,0.089,0.314,0.0,0.197,0.126
